CTRL.000.003:SPIDATAOUT.0 GPIO.022.000.1:BUFFER_IN
FPLL.068.000:PLLDOUT0 DLL.068.003:CLOCK
FPLL.068.053:PLLDOUT0 DLL.068.058:CLOCK
FPLL.000.000:PLLMOUT0 CMUXCR.000.002:PLLMIN.0
FPLL.000.000:PLLMOUT0 CMUXVG.028.000:PLLMIN.2
FPLL.000.013:PLLMOUT0 CMUXHG.000.008:PLLMIN.1
FPLL.000.029:PLLMOUT0 CMUXCR.005.061:PLLMIN.1
FPLL.000.029:PLLMOUT0 CMUXVG.028.061:PLLMIN.0
FPLL.000.053:PLLMOUT0 CMUXCR.005.061:PLLMIN.0
FPLL.000.053:PLLMOUT0 CMUXVG.028.061:PLLMIN.2
FPLL.068.000:PLLMOUT0 CMUXCR.068.002:PLLMIN.0
FPLL.068.000:PLLMOUT0 CMUXVG.028.000:PLLMIN.3
FPLL.068.053:PLLMOUT0 CMUXCR.068.059:PLLMIN.0
FPLL.068.053:PLLMOUT0 CMUXVG.028.061:PLLMIN.3
FPLL.000.013:PLL_CAS_OUT1 FPLL.000.029:PLL_CAS_IN0
HIP.001.014.0:EIDLEINFERSEL.0 HSSI.000.011.0:SMRT_PACK_HIP_EIDLE_INFER_SEL.0
HIP.001.014.0:EIDLEINFERSEL.1 HSSI.000.011.0:SMRT_PACK_HIP_EIDLE_INFER_SEL.1
HIP.001.014.0:EIDLEINFERSEL.2 HSSI.000.011.0:SMRT_PACK_HIP_EIDLE_INFER_SEL.2
HIP.001.036.0:EIDLEINFERSEL.0 HSSI.000.011.5:SMRT_PACK_HIP_EIDLE_INFER_SEL.0
HIP.001.036.0:EIDLEINFERSEL.1 HSSI.000.011.5:SMRT_PACK_HIP_EIDLE_INFER_SEL.1
HIP.001.036.0:EIDLEINFERSEL.2 HSSI.000.011.5:SMRT_PACK_HIP_EIDLE_INFER_SEL.2
HIP.001.014.1:EIDLEINFERSEL.0 HSSI.000.011.1:SMRT_PACK_HIP_EIDLE_INFER_SEL.0
HIP.001.014.1:EIDLEINFERSEL.1 HSSI.000.011.1:SMRT_PACK_HIP_EIDLE_INFER_SEL.1
HIP.001.014.1:EIDLEINFERSEL.2 HSSI.000.011.1:SMRT_PACK_HIP_EIDLE_INFER_SEL.2
HIP.001.014.2:EIDLEINFERSEL.0 HSSI.000.011.2:SMRT_PACK_HIP_EIDLE_INFER_SEL.0
HIP.001.014.2:EIDLEINFERSEL.1 HSSI.000.011.2:SMRT_PACK_HIP_EIDLE_INFER_SEL.1
HIP.001.014.2:EIDLEINFERSEL.2 HSSI.000.011.2:SMRT_PACK_HIP_EIDLE_INFER_SEL.2
HIP.001.014.3:EIDLEINFERSEL.0 HSSI.000.011.3:SMRT_PACK_HIP_EIDLE_INFER_SEL.0
HIP.001.014.3:EIDLEINFERSEL.1 HSSI.000.011.3:SMRT_PACK_HIP_EIDLE_INFER_SEL.1
HIP.001.014.3:EIDLEINFERSEL.2 HSSI.000.011.3:SMRT_PACK_HIP_EIDLE_INFER_SEL.2
HIP.001.014.0:POWERDOWN.0 HSSI.000.011.0:SMRT_PACK_HIP_POWERDOWN.0
HIP.001.014.0:POWERDOWN.1 HSSI.000.011.0:SMRT_PACK_HIP_POWERDOWN.1
HIP.001.036.0:POWERDOWN.0 HSSI.000.011.5:SMRT_PACK_HIP_POWERDOWN.0
HIP.001.036.0:POWERDOWN.1 HSSI.000.011.5:SMRT_PACK_HIP_POWERDOWN.1
HIP.001.014.1:POWERDOWN.0 HSSI.000.011.1:SMRT_PACK_HIP_POWERDOWN.0
HIP.001.014.1:POWERDOWN.1 HSSI.000.011.1:SMRT_PACK_HIP_POWERDOWN.1
HIP.001.014.2:POWERDOWN.0 HSSI.000.011.2:SMRT_PACK_HIP_POWERDOWN.0
HIP.001.014.2:POWERDOWN.1 HSSI.000.011.2:SMRT_PACK_HIP_POWERDOWN.1
HIP.001.014.3:POWERDOWN.0 HSSI.000.011.3:SMRT_PACK_HIP_POWERDOWN.0
HIP.001.014.3:POWERDOWN.1 HSSI.000.011.3:SMRT_PACK_HIP_POWERDOWN.1
HIP.001.014.0:RATE HSSI.000.011.0:SMRT_PACK_HIP_RATE
HIP.001.036.0:RATE HSSI.000.011.5:SMRT_PACK_HIP_RATE
HIP.001.014.1:RATE HSSI.000.011.1:SMRT_PACK_HIP_RATE
HIP.001.036.1:RATE HSSI.000.011.4:SMRT_PACK_HIP_RATE
HIP.001.014.2:RATE HSSI.000.011.2:SMRT_PACK_HIP_RATE
HIP.001.014.3:RATE HSSI.000.011.3:SMRT_PACK_HIP_RATE
HIP.001.014.4:RATE HSSI.000.011.3:SMRT_PACK_HIP_RATE2
HIP.001.014.0:RXPCSRSTN HSSI.000.011.0:SMRT_PACK_HIP_RX_PCS_RST_N
HIP.001.036.0:RXPCSRSTN HSSI.000.011.5:SMRT_PACK_HIP_RX_PCS_RST_N
HIP.001.014.1:RXPCSRSTN HSSI.000.011.1:SMRT_PACK_HIP_RX_PCS_RST_N
HIP.001.036.1:RXPCSRSTN HSSI.000.011.4:SMRT_PACK_HIP_RX_PCS_RST_N
HIP.001.014.2:RXPCSRSTN HSSI.000.011.2:SMRT_PACK_HIP_RX_PCS_RST_N
HIP.001.014.3:RXPCSRSTN HSSI.000.011.3:SMRT_PACK_HIP_RX_PCS_RST_N
HIP.001.014.4:RXPCSRSTN HSSI.000.011.3:SMRT_PACK_HIP_RX_PCS_RST2_N
HIP.001.014.0:RXPMARSTB HSSI.000.011.0:SMRT_PACK_HIP_RX_PMA_RSTB
HIP.001.036.0:RXPMARSTB HSSI.000.011.5:SMRT_PACK_HIP_RX_PMA_RSTB
HIP.001.014.1:RXPMARSTB HSSI.000.011.1:SMRT_PACK_HIP_RX_PMA_RSTB
HIP.001.036.1:RXPMARSTB HSSI.000.011.4:SMRT_PACK_HIP_RX_PMA_RSTB
HIP.001.014.2:RXPMARSTB HSSI.000.011.2:SMRT_PACK_HIP_RX_PMA_RSTB
HIP.001.014.3:RXPMARSTB HSSI.000.011.3:SMRT_PACK_HIP_RX_PMA_RSTB
HIP.001.014.4:RXPMARSTB HSSI.000.011.3:SMRT_PACK_HIP_RX_PMA_RST2B
HIP.001.014.0:RXPOLARITY HSSI.000.011.0:SMRT_PACK_HIP_RXPOLARITY
HIP.001.036.0:RXPOLARITY HSSI.000.011.5:SMRT_PACK_HIP_RXPOLARITY
HIP.001.014.1:RXPOLARITY HSSI.000.011.1:SMRT_PACK_HIP_RXPOLARITY
HIP.001.014.2:RXPOLARITY HSSI.000.011.2:SMRT_PACK_HIP_RXPOLARITY
HIP.001.014.3:RXPOLARITY HSSI.000.011.3:SMRT_PACK_HIP_RXPOLARITY
HIP.001.014.0:TXCOMPL HSSI.000.011.0:SMRT_PACK_HIP_TXCOMPL
HIP.001.036.0:TXCOMPL HSSI.000.011.5:SMRT_PACK_HIP_TXCOMPL
HIP.001.014.1:TXCOMPL HSSI.000.011.1:SMRT_PACK_HIP_TXCOMPL
HIP.001.014.2:TXCOMPL HSSI.000.011.2:SMRT_PACK_HIP_TXCOMPL
HIP.001.014.3:TXCOMPL HSSI.000.011.3:SMRT_PACK_HIP_TXCOMPL
HIP.001.014.0:TXDATA.0 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.0
HIP.001.014.0:TXDATA.1 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.1
HIP.001.014.0:TXDATA.2 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.2
HIP.001.014.0:TXDATA.3 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.3
HIP.001.014.0:TXDATA.4 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.4
HIP.001.014.0:TXDATA.5 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.5
HIP.001.014.0:TXDATA.6 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.6
HIP.001.014.0:TXDATA.7 HSSI.000.011.0:SMRT_PACK_HIP_TXDATA.7
HIP.001.036.0:TXDATA.0 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.0
HIP.001.036.0:TXDATA.1 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.1
HIP.001.036.0:TXDATA.2 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.2
HIP.001.036.0:TXDATA.3 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.3
HIP.001.036.0:TXDATA.4 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.4
HIP.001.036.0:TXDATA.5 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.5
HIP.001.036.0:TXDATA.6 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.6
HIP.001.036.0:TXDATA.7 HSSI.000.011.5:SMRT_PACK_HIP_TXDATA.7
HIP.001.014.1:TXDATA.0 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.0
HIP.001.014.1:TXDATA.1 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.1
HIP.001.014.1:TXDATA.2 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.2
HIP.001.014.1:TXDATA.3 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.3
HIP.001.014.1:TXDATA.4 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.4
HIP.001.014.1:TXDATA.5 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.5
HIP.001.014.1:TXDATA.6 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.6
HIP.001.014.1:TXDATA.7 HSSI.000.011.1:SMRT_PACK_HIP_TXDATA.7
HIP.001.014.2:TXDATA.0 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.0
HIP.001.014.2:TXDATA.1 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.1
HIP.001.014.2:TXDATA.2 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.2
HIP.001.014.2:TXDATA.3 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.3
HIP.001.014.2:TXDATA.4 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.4
HIP.001.014.2:TXDATA.5 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.5
HIP.001.014.2:TXDATA.6 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.6
HIP.001.014.2:TXDATA.7 HSSI.000.011.2:SMRT_PACK_HIP_TXDATA.7
HIP.001.014.3:TXDATA.0 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.0
HIP.001.014.3:TXDATA.1 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.1
HIP.001.014.3:TXDATA.2 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.2
HIP.001.014.3:TXDATA.3 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.3
HIP.001.014.3:TXDATA.4 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.4
HIP.001.014.3:TXDATA.5 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.5
HIP.001.014.3:TXDATA.6 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.6
HIP.001.014.3:TXDATA.7 HSSI.000.011.3:SMRT_PACK_HIP_TXDATA.7
HIP.001.014.0:TXDATAK HSSI.000.011.0:SMRT_PACK_HIP_TXDATAK
HIP.001.036.0:TXDATAK HSSI.000.011.5:SMRT_PACK_HIP_TXDATAK
HIP.001.014.1:TXDATAK HSSI.000.011.1:SMRT_PACK_HIP_TXDATAK
HIP.001.014.2:TXDATAK HSSI.000.011.2:SMRT_PACK_HIP_TXDATAK
HIP.001.014.3:TXDATAK HSSI.000.011.3:SMRT_PACK_HIP_TXDATAK
HIP.001.014.0:TXDEEMPH HSSI.000.011.0:SMRT_PACK_HIP_TX_DEEMPH
HIP.001.036.0:TXDEEMPH HSSI.000.011.5:SMRT_PACK_HIP_TX_DEEMPH
HIP.001.014.1:TXDEEMPH HSSI.000.011.1:SMRT_PACK_HIP_TX_DEEMPH
HIP.001.014.2:TXDEEMPH HSSI.000.011.2:SMRT_PACK_HIP_TX_DEEMPH
HIP.001.014.3:TXDEEMPH HSSI.000.011.3:SMRT_PACK_HIP_TX_DEEMPH
HIP.001.014.0:TXDETECTRX HSSI.000.011.0:SMRT_PACK_HIP_TXDETECTRX
HIP.001.036.0:TXDETECTRX HSSI.000.011.5:SMRT_PACK_HIP_TXDETECTRX
HIP.001.014.1:TXDETECTRX HSSI.000.011.1:SMRT_PACK_HIP_TXDETECTRX
HIP.001.014.2:TXDETECTRX HSSI.000.011.2:SMRT_PACK_HIP_TXDETECTRX
HIP.001.014.3:TXDETECTRX HSSI.000.011.3:SMRT_PACK_HIP_TXDETECTRX
HIP.001.014.0:TXELECIDLE HSSI.000.011.0:SMRT_PACK_HIP_TXELECIDLE
HIP.001.036.0:TXELECIDLE HSSI.000.011.5:SMRT_PACK_HIP_TXELECIDLE
HIP.001.014.1:TXELECIDLE HSSI.000.011.1:SMRT_PACK_HIP_TXELECIDLE
HIP.001.014.2:TXELECIDLE HSSI.000.011.2:SMRT_PACK_HIP_TXELECIDLE
HIP.001.014.3:TXELECIDLE HSSI.000.011.3:SMRT_PACK_HIP_TXELECIDLE
HIP.001.014.0:TXMARGIN.0 HSSI.000.011.0:SMRT_PACK_HIP_TX_MARGIN.0
HIP.001.014.0:TXMARGIN.1 HSSI.000.011.0:SMRT_PACK_HIP_TX_MARGIN.1
HIP.001.014.0:TXMARGIN.2 HSSI.000.011.0:SMRT_PACK_HIP_TX_MARGIN.2
HIP.001.036.0:TXMARGIN.0 HSSI.000.011.5:SMRT_PACK_HIP_TX_MARGIN.0
HIP.001.036.0:TXMARGIN.1 HSSI.000.011.5:SMRT_PACK_HIP_TX_MARGIN.1
HIP.001.036.0:TXMARGIN.2 HSSI.000.011.5:SMRT_PACK_HIP_TX_MARGIN.2
HIP.001.014.1:TXMARGIN.0 HSSI.000.011.1:SMRT_PACK_HIP_TX_MARGIN.0
HIP.001.014.1:TXMARGIN.1 HSSI.000.011.1:SMRT_PACK_HIP_TX_MARGIN.1
HIP.001.014.1:TXMARGIN.2 HSSI.000.011.1:SMRT_PACK_HIP_TX_MARGIN.2
HIP.001.014.2:TXMARGIN.0 HSSI.000.011.2:SMRT_PACK_HIP_TX_MARGIN.0
HIP.001.014.2:TXMARGIN.1 HSSI.000.011.2:SMRT_PACK_HIP_TX_MARGIN.1
HIP.001.014.2:TXMARGIN.2 HSSI.000.011.2:SMRT_PACK_HIP_TX_MARGIN.2
HIP.001.014.3:TXMARGIN.0 HSSI.000.011.3:SMRT_PACK_HIP_TX_MARGIN.0
HIP.001.014.3:TXMARGIN.1 HSSI.000.011.3:SMRT_PACK_HIP_TX_MARGIN.1
HIP.001.014.3:TXMARGIN.2 HSSI.000.011.3:SMRT_PACK_HIP_TX_MARGIN.2
HIP.001.014.0:TXPCSRSTN HSSI.000.011.0:SMRT_PACK_HIP_TX_PCS_RST_N
HIP.001.036.0:TXPCSRSTN HSSI.000.011.5:SMRT_PACK_HIP_TX_PCS_RST_N
HIP.001.014.1:TXPCSRSTN HSSI.000.011.1:SMRT_PACK_HIP_TX_PCS_RST_N
HIP.001.036.1:TXPCSRSTN HSSI.000.011.4:SMRT_PACK_HIP_TX_PCS_RST_N
HIP.001.014.2:TXPCSRSTN HSSI.000.011.2:SMRT_PACK_HIP_TX_PCS_RST_N
HIP.001.014.3:TXPCSRSTN HSSI.000.011.3:SMRT_PACK_HIP_TX_PCS_RST_N
HIP.001.014.4:TXPCSRSTN HSSI.000.011.3:SMRT_PACK_HIP_TX_PCS_RST2_N
HIP.001.014.0:TXSWING HSSI.000.011.0:SMRT_PACK_HIP_TX_SWING
HIP.001.036.0:TXSWING HSSI.000.011.5:SMRT_PACK_HIP_TX_SWING
HIP.001.014.1:TXSWING HSSI.000.011.1:SMRT_PACK_HIP_TX_SWING
HIP.001.014.2:TXSWING HSSI.000.011.2:SMRT_PACK_HIP_TX_SWING
HIP.001.014.3:TXSWING HSSI.000.011.3:SMRT_PACK_HIP_TX_SWING
HMC.022.061:PHYDDIOADDRACLR.0 GPIO.021.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.1 GPIO.021.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.2 GPIO.019.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.3 GPIO.019.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.4 GPIO.019.061.0:ACLR
HMC.022.061:PHYDDIOADDRACLR.5 GPIO.019.061.1:ACLR
HMC.022.061:PHYDDIOADDRACLR.6 GPIO.018.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.7 GPIO.018.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.8 GPIO.014.061.0:ACLR
HMC.022.061:PHYDDIOADDRACLR.9 GPIO.014.061.1:ACLR
HMC.022.061:PHYDDIOADDRACLR.10 GPIO.014.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.11 GPIO.014.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.12 GPIO.012.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.13 GPIO.012.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.14 GPIO.010.061.0:ACLR
HMC.022.061:PHYDDIOADDRACLR.15 GPIO.010.061.1:ACLR
HMC.023.000:PHYDDIOADDRACLR.0 GPIO.021.000.2:ACLR
HMC.023.000:PHYDDIOADDRACLR.1 GPIO.021.000.3:ACLR
HMC.023.000:PHYDDIOADDRACLR.2 GPIO.019.000.2:ACLR
HMC.023.000:PHYDDIOADDRACLR.3 GPIO.019.000.3:ACLR
HMC.023.000:PHYDDIOADDRACLR.4 GPIO.019.000.0:ACLR
HMC.023.000:PHYDDIOADDRACLR.5 GPIO.019.000.1:ACLR
HMC.023.000:PHYDDIOADDRACLR.6 GPIO.018.000.2:ACLR
HMC.023.000:PHYDDIOADDRACLR.7 GPIO.018.000.3:ACLR
HMC.023.000:PHYDDIOADDRACLR.8 GPIO.014.000.0:ACLR
HMC.023.000:PHYDDIOADDRACLR.9 GPIO.014.000.1:ACLR
HMC.023.000:PHYDDIOADDRACLR.10 GPIO.014.000.2:ACLR
HMC.023.000:PHYDDIOADDRACLR.11 GPIO.014.000.3:ACLR
HMC.023.000:PHYDDIOADDRACLR.12 GPIO.012.000.2:ACLR
HMC.023.000:PHYDDIOADDRACLR.13 GPIO.012.000.3:ACLR
HMC.023.000:PHYDDIOADDRACLR.14 GPIO.010.000.0:ACLR
HMC.023.000:PHYDDIOADDRACLR.15 GPIO.010.000.1:ACLR
HMC.022.061:PHYDDIOADDRDOUT.0 GPIO.021.061.0:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.1 GPIO.021.061.1:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.2 GPIO.021.061.2:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.3 GPIO.021.061.3:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.4 GPIO.021.061.0:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.5 GPIO.021.061.1:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.6 GPIO.021.061.2:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.7 GPIO.021.061.3:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.8 GPIO.019.061.0:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.9 GPIO.019.061.1:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.10 GPIO.019.061.2:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.11 GPIO.019.061.3:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.12 GPIO.019.061.0:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.13 GPIO.019.061.1:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.14 GPIO.019.061.2:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.15 GPIO.019.061.3:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.16 GPIO.019.061.0:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.17 GPIO.019.061.1:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.18 GPIO.019.061.2:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.19 GPIO.019.061.3:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.20 GPIO.019.061.0:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.21 GPIO.019.061.1:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.22 GPIO.019.061.2:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.23 GPIO.019.061.3:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.24 GPIO.018.061.0:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.25 GPIO.018.061.1:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.26 GPIO.018.061.2:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.27 GPIO.018.061.3:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.28 GPIO.018.061.0:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.29 GPIO.018.061.1:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.30 GPIO.018.061.2:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.31 GPIO.018.061.3:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.32 GPIO.014.061.0:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.33 GPIO.014.061.1:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.34 GPIO.014.061.2:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.35 GPIO.014.061.3:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.36 GPIO.014.061.0:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.37 GPIO.014.061.1:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.38 GPIO.014.061.2:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.39 GPIO.014.061.3:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.40 GPIO.014.061.0:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.41 GPIO.014.061.1:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.42 GPIO.014.061.2:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.43 GPIO.014.061.3:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.44 GPIO.014.061.0:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.45 GPIO.014.061.1:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.46 GPIO.014.061.2:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.47 GPIO.014.061.3:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.48 GPIO.012.061.0:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.49 GPIO.012.061.1:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.50 GPIO.012.061.2:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.51 GPIO.012.061.3:DATAOUT.2
HMC.022.061:PHYDDIOADDRDOUT.52 GPIO.012.061.0:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.53 GPIO.012.061.1:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.54 GPIO.012.061.2:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.55 GPIO.012.061.3:DATAOUT.3
HMC.022.061:PHYDDIOADDRDOUT.56 GPIO.010.061.0:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.57 GPIO.010.061.1:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.58 GPIO.010.061.2:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.59 GPIO.010.061.3:DATAOUT.0
HMC.022.061:PHYDDIOADDRDOUT.60 GPIO.010.061.0:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.61 GPIO.010.061.1:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.62 GPIO.010.061.2:DATAOUT.1
HMC.022.061:PHYDDIOADDRDOUT.63 GPIO.010.061.3:DATAOUT.1
HMC.023.000:PHYDDIOADDRDOUT.0 GPIO.021.000.0:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.1 GPIO.021.000.1:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.2 GPIO.021.000.2:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.3 GPIO.021.000.3:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.4 GPIO.021.000.0:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.5 GPIO.021.000.1:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.6 GPIO.021.000.2:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.7 GPIO.021.000.3:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.8 GPIO.019.000.0:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.9 GPIO.019.000.1:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.10 GPIO.019.000.2:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.11 GPIO.019.000.3:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.12 GPIO.019.000.0:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.13 GPIO.019.000.1:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.14 GPIO.019.000.2:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.15 GPIO.019.000.3:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.16 GPIO.019.000.0:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.17 GPIO.019.000.1:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.18 GPIO.019.000.2:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.19 GPIO.019.000.3:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.20 GPIO.019.000.0:DATAOUT.1
HMC.023.000:PHYDDIOADDRDOUT.21 GPIO.019.000.1:DATAOUT.1
HMC.023.000:PHYDDIOADDRDOUT.22 GPIO.019.000.2:DATAOUT.1
HMC.023.000:PHYDDIOADDRDOUT.23 GPIO.019.000.3:DATAOUT.1
HMC.023.000:PHYDDIOADDRDOUT.24 GPIO.018.000.0:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.25 GPIO.018.000.1:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.26 GPIO.018.000.2:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.27 GPIO.018.000.3:DATAOUT.2
HMC.023.000:PHYDDIOADDRDOUT.28 GPIO.018.000.0:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.29 GPIO.018.000.1:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.30 GPIO.018.000.2:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.31 GPIO.018.000.3:DATAOUT.3
HMC.023.000:PHYDDIOADDRDOUT.32 GPIO.014.000.0:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.33 GPIO.014.000.1:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.34 GPIO.014.000.2:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.35 GPIO.014.000.3:DATAOUT.0
HMC.023.000:PHYDDIOADDRDOUT.36 GPIO.014.000.0:DATAOUT.1
HMC.023.000:PHYDDIOADDRDOUT.37 GPIO.014.000.1:DATAOUT.1
HMC.023.000:PHYDDIOADDRDOUT.38 GPIO.014.000.2:DATAOUT.1
